locationid,location,parameter,value,dateutc,datelocal,unit,latitude,longitude,country,city,ismobile,isanalysis,entity,sensortype
221512,Harbour Terrace-1,um050,0.005,2023-12-05T17:00:00+00:00,2023-12-05T12:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um003,17.901666666666667,2023-12-05T17:00:00+00:00,2023-12-05T12:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um010,0.7755555555555556,2023-12-05T17:00:00+00:00,2023-12-05T12:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,humidity,49.27777777777778,2023-12-05T17:00:00+00:00,2023-12-05T12:00:00-05:00,%,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm10,14.61111111111111,2023-12-05T17:00:00+00:00,2023-12-05T12:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm25,13.672222222222222,2023-12-05T17:00:00+00:00,2023-12-05T12:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,temperature,43.55555555555556,2023-12-05T17:00:00+00:00,2023-12-05T12:00:00-05:00,f,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um005,4.896111111111111,2023-12-05T17:00:00+00:00,2023-12-05T12:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um100,0.0,2023-12-05T17:00:00+00:00,2023-12-05T12:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um025,0.0477777777777777,2023-12-05T17:00:00+00:00,2023-12-05T12:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm1,9.466666666666669,2023-12-05T17:00:00+00:00,2023-12-05T12:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pressure,1006.1827777777776,2023-12-05T17:00:00+00:00,2023-12-05T12:00:00-05:00,mb,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,humidity,49.91666666666666,2023-12-05T16:00:00+00:00,2023-12-05T11:00:00-05:00,%,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um100,0.0,2023-12-05T16:00:00+00:00,2023-12-05T11:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm1,7.100000000000001,2023-12-05T16:00:00+00:00,2023-12-05T11:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pressure,1006.9091666666668,2023-12-05T16:00:00+00:00,2023-12-05T11:00:00-05:00,mb,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um050,0.001666667,2023-12-05T16:00:00+00:00,2023-12-05T11:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm25,10.475,2023-12-05T16:00:00+00:00,2023-12-05T11:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm10,11.216666666666669,2023-12-05T16:00:00+00:00,2023-12-05T11:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um003,13.936666666666666,2023-12-05T16:00:00+00:00,2023-12-05T11:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um010,0.5916666666666667,2023-12-05T16:00:00+00:00,2023-12-05T11:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,temperature,42.333333333333336,2023-12-05T16:00:00+00:00,2023-12-05T11:00:00-05:00,f,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um025,0.0399999999999999,2023-12-05T16:00:00+00:00,2023-12-05T11:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
